,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
347,2010 Maruti Alto LXI MANUAL,"225,299",Non-Accidental,"41,388 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Petrol,KA-41-N-x-xxxx,January 2010,"41,388km (31 Dec 2021)"
348,2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"578,999",Non-Accidental,"15,831 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,January 2016,"15,831km (21 Sep 2021)"
349,2016 Maruti Eeco 5 STR MANUAL,"396,399",Non-Accidental,"22,828 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,November 2016,"22,828km (10 Jan 2022)"
350,2015 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"494,299",Non-Accidental,"57,741 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,June 2015,"57,741km (06 Sep 2021)"
351,2014 Hyundai Eon ERA PLUS MANUAL,"307,299",Non-Accidental,"21,658 km",MANUAL,Valid upto Aug 2022Comp,2nd Owner,Petrol,KA-05-M-x-xxxx,August 2014,"21,658km (11 Nov 2021)"
352,2020 Maruti IGNIS SIGMA 1.2 K12  MANUAL,"562,999",Non-Accidental,"4,656 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,December 2020,"4,656km (27 Nov 2021)"
353,2018 Renault Kwid  RXL1.0 EASY-R AT ,"441,899",Non-Accidental,"9,848 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,March 2018,"9,848km (13 Nov 2021)"
354,2018 Maruti Celerio ZXI  MANUAL,"465,199",Non-Accidental,"42,869 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,May 2018,"42,869km (03 Jan 2022)"
355,2015 Maruti Ritz ZXI ABS MANUAL,"533,799",Non-Accidental,"54,899 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,February 2015,"54,899km (30 Oct 2021)"
356,2016 Maruti Wagon R 1.0 VXI MANUAL,"403,199",Non-Accidental,"74,510 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-26-M-x-xxxx,January 2016,"74,510km (09 Oct 2021)"
357,2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT MANUAL,"555,599",Non-Accidental,"33,876 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-51-M-x-xxxx,April 2016,"33,876km (20 Jan 2022)"
358,2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"506,899",Non-Accidental,"18,671 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-04-M-x-xxxx,July 2016,"18,671km (30 Oct 2021)"
359,2018 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"402,399",Non-Accidental,"62,503 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,June 2018,"62,503km (03 Jan 2022)"
360,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"535,199",Non-Accidental,"12,253 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-04-M-x-xxxx,November 2016,"12,253km (17 Nov 2021)"
361,2020 Hyundai NEW SANTRO 1.1 SPORTS AMT MANUAL,"655,399",Non-Accidental,"4,482 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,January 2020,"4,482km (23 Oct 2021)"
362,2019 Maruti Celerio ZXI OPT MANUAL,"587,399",Non-Accidental,"21,303 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-N-x-xxxx,February 2019,"21,303km (22 Nov 2021)"
363,2017 Maruti Celerio ZXI OPT MANUAL,"518,699",Non-Accidental,"27,145 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,September 2017,"27,145km (03 Nov 2021)"
364,2011 Maruti Ritz VXI BS IV MANUAL,"401,699",Non-Accidental,"32,981 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-02-M-x-xxxx,June 2011,"32,981km (21 Sep 2021)"
365,2011 Maruti Ritz LXI  MANUAL,"381,099",Non-Accidental,"39,904 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,April 2011,"39,904km (28 Oct 2021)"
366,2016 Maruti Wagon R 1.0 VXI MANUAL,"446,399",Non-Accidental,"31,051 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,January 2016,"31,051km (23 Dec 2021)"
367,2016 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"471,699",Non-Accidental,"61,166 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-25-M-x-xxxx,January 2016,"61,166km (07 Jan 2022)"
368,2011 Maruti Ritz VXI BS IV MANUAL,"367,699",Non-Accidental,"76,246 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,September 2011,"76,246km (10 Nov 2021)"
369,2011 Maruti Ritz VXI BS IV MANUAL,"365,399",Non-Accidental,"61,151 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,April 2011,"61,151km (23 Dec 2021)"
370,2015 Maruti Wagon R 1.0 VXI MANUAL,"445,399",Non-Accidental,"15,893 km",MANUAL,Valid upto Sep 2022Comp,2nd Owner,Petrol,KA-01-M-x-xxxx,May 2015,"15,893km (16 Nov 2021)"
371,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"6,081 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-50-M-x-xxxx,November 2019,"6,081km (30 Dec 2021)"
372,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"11,521 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,September 2019,"11,521km (10 Jan 2022)"
373,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"8,409 km",MANUAL,Valid upto Oct 2022Third_party,1st Owner,Petrol,KA-41-M-x-xxxx,September 2019,"8,409km (27 Oct 2021)"
374,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"11,944 km",MANUAL,Valid upto Nov 2022Zero_Dep,1st Owner,Petrol,KA-04-M-x-xxxx,September 2019,"11,944km (08 Sep 2021)"
375,2016 Maruti Celerio VXI  MANUAL,"447,799",Non-Accidental,"35,109 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,KA-13-N-x-xxxx,April 2016,"35,109km (10 Nov 2021)"
376,2012 Maruti Ritz VDI  MANUAL,"400,299",Non-Accidental,"46,939 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-51-M-x-xxxx,June 2012,"46,939km (02 Jan 2022)"
377,2016 Maruti Celerio ZXI OPT AMT AUTOMATIC,"482,599",Non-Accidental,"21,156 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-01-M-x-xxxx,August 2016,"21,156km (19 Jan 2022)"
378,2012 Maruti Alto LXI MANUAL,"285,899",Non-Accidental,"24,708 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,July 2012,"24,708km (24 Dec 2021)"
379,2012 Maruti Ritz VDI  MANUAL,"410,899",Non-Accidental,"51,781 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-03-M-x-xxxx,January 2012,"51,781km (11 Nov 2021)"
380,2012 Maruti Ritz VXI BS IV MANUAL,"409,199",Non-Accidental,"60,051 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-53-Z-x-xxxx,January 2012,"60,051km (16 Nov 2021)"
381,2015 Maruti Alto 800 LXI MANUAL,"317,099",Non-Accidental,"38,512 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,KA-51-M-x-xxxx,March 2015,"38,512km (12 Nov 2021)"
382,2018 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"439,799",Non-Accidental,"14,600 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,October 2018,"14,600km (20 Oct 2021)"
383,2018 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"439,799",Non-Accidental,"17,981 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,June 2018,"17,981km (08 Nov 2021)"
384,2017 Maruti Alto 800 LXI MANUAL,"320,999",Non-Accidental,"10,742 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-06-P-x-xxxx,March 2017,"10,742km (02 Jan 2022)"
385,2018 Maruti Alto K10 VXI (O) AMT MANUAL,"375,499",Non-Accidental,"47,120 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,February 2018,"47,120km (29 Dec 2021)"
386,2019 Maruti Alto K10 VXI  MANUAL,"399,199",Non-Accidental,"15,017 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-19-M-x-xxxx,January 2019,"15,017km (07 Jan 2022)"
387,2015 Maruti Alto K10 VXI AMT MANUAL,"339,599",Non-Accidental,"93,795 km",MANUAL,Valid upto Sep 2022Third Party,1st Owner,Petrol,KA-13-N-x-xxxx,August 2015,"93,795km (07 Jan 2022)"
388,2014 Maruti Alto K10 VXI  MANUAL,"321,899",Non-Accidental,"39,959 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-41-Z-x-xxxx,April 2014,"39,959km (08 Nov 2021)"
389,2016 Maruti Alto 800 VXI MANUAL,"362,499",Non-Accidental,"13,482 km",MANUAL,Valid upto Oct 2022Comp,1st Owner,Petrol,KA-01-M-x-xxxx,August 2016,"13,482km (22 Nov 2021)"
390,2014 Maruti Alto K10 VXI  MANUAL,"313,399",Non-Accidental,"34,245 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,February 2014,"34,245km (27 Dec 2021)"
391,2018 Maruti Alto K10 VXI  MANUAL,"423,799",Non-Accidental,"16,547 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,December 2018,"16,547km (23 Dec 2021)"
392,2016 Maruti Alto 800 VXI MANUAL,"335,699",Non-Accidental,"15,996 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-41-M-x-xxxx,August 2016,"15,996km (19 Nov 2021)"
393,2015 Maruti Alto K10 VXI  MANUAL,"366,899",Non-Accidental,"22,584 km",MANUAL,Valid upto Apr 2022Comp,2nd Owner,Petrol,KA-02-M-x-xxxx,April 2015,"22,584km (18 Nov 2021)"
394,2021 Volkswagen Polo Trendline 1.0 L Petrol ,"662,699",Non-Accidental,"3,408 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,January 2021,"3,408km (21 Jan 2022)"
395,2017 Maruti Baleno ALPHA 1.2 K12 AMT  AUTOMATIC,"683,999",Non-Accidental,"69,211 km",AUTOMATIC,Valid upto Oct 2022Comp,1st Owner,Petrol,KA-53-M-x-xxxx,September 2017,"69,211km (17 Jan 2022)"
396,2017 Ford Ecosport 1.0 ECOBOOST TITANIUM OPT MANUAL,"853,299",Non-Accidental,"26,280 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,February 2017,"26,280km (11 Dec 2021)"
397,2014 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"525,799",Non-Accidental,"42,551 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,October 2014,"42,551km (07 Jan 2022)"
398,2016 Maruti Eeco 5 STR MANUAL,"392,099",Non-Accidental,"62,880 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,March 2016,"62,880km (23 Dec 2021)"
399,2013 Maruti Wagon R 1.0 VXI MANUAL,"369,099",Non-Accidental,"41,074 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,March 2013,"41,074km (31 Dec 2021)"
