,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
115,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"535,799",Non-Accidental,"19,791 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-7C-Q-x-xxxx,November 2017,"19,791km (07 Jan 2022)"
116,2016 Maruti Vitara Brezza ZDI PLUS MANUAL,"730,699",Non-Accidental,"34,879 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-2C-A-x-xxxx,March 2016,"34,879km (02 Jan 2022)"
117,2016 Maruti Vitara Brezza ZDI MANUAL,"731,399",Non-Accidental,"65,443 km",MANUAL,Valid upto May 2022Comp,1st Owner,Diesel,HR-20-A-x-xxxx,April 2016,"65,443km (18 Nov 2021)"
118,2013 Honda Amaze 1.5 SMT I DTEC MANUAL,"337,199",Non-Accidental,"72,572 km",MANUAL,Valid upto Aug 2022Third Party,1st Owner,Diesel,DL-4C-N-x-xxxx,August 2013,"72,572km (03 Jan 2022)"
119,2015 Hyundai Grand i10 MAGNA 1.1 CRDI MANUAL,"304,099",Non-Accidental,"62,491 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-8C-A-x-xxxx,May 2015,"62,491km (14 Jan 2022)"
120,2014 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT MANUAL,"378,099",Non-Accidental,"112,190 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,HR-26-C-x-xxxx,November 2014,"112,190km (22 Nov 2021)"
121,2014 Toyota Corolla Altis D 4D G MANUAL,"697,499",Non-Accidental,"126,822 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-51-C-x-xxxx,October 2014,"126,822km (04 Dec 2021)"
122,2013 Honda Amaze 1.5 SMT I DTEC MANUAL,"359,099",Non-Accidental,"33,562 km",MANUAL,Valid upto Nov 2022Zero_Dep,1st Owner,Diesel,UP-16-A-x-xxxx,September 2013,"33,562km (07 Jan 2022)"
123,2013 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"426,999",Non-Accidental,"80,946 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-10-C-x-xxxx,August 2013,"80,946km (03 Jan 2022)"
124,2017 Maruti Vitara Brezza VDI OPT MANUAL,"696,599",Non-Accidental,"39,099 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-D-x-xxxx,August 2017,"39,099km (18 Dec 2021)"
125,2017 Maruti Ciaz DELTA 1.3 DDIS SHVS  MANUAL,"607,099",Non-Accidental,"66,396 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-14-C-x-xxxx,May 2017,"66,396km (09 Nov 2021)"
126,2017 Maruti Vitara Brezza VDI OPT MANUAL,"764,599",Non-Accidental,"35,406 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,October 2017,"35,406km (27 Nov 2021)"
127,2018 Maruti IGNIS DELTA 1.2 K12  MANUAL,"474,499",Non-Accidental,"31,148 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,HR-51-B-x-xxxx,January 2018,"31,148km (23 Dec 2021)"
128,2016 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"753,199",Non-Accidental,"7,789 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,February 2016,"7,789km (19 Nov 2021)"
129,2017 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"596,099",Non-Accidental,"50,477 km",MANUAL,Valid upto May 2022Zero_Dep,2nd Owner,Diesel,DL-8C-A-x-xxxx,January 2017,"50,477km (30 Dec 2021)"
130,2018 Maruti IGNIS DELTA 1.2 K12  MANUAL,"515,999",Non-Accidental,"17,318 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Petrol,HR-10-A-x-xxxx,April 2018,"17,318km (22 Dec 2021)"
131,2015 Maruti Baleno DELTA 1.2 K12  MANUAL,"557,499",Non-Accidental,"12,711 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-16-B-x-xxxx,November 2015,"12,711km (07 Dec 2021)"
132,2016 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"710,499",Non-Accidental,"57,927 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,UP-16-B-x-xxxx,April 2016,"57,927km (14 Jan 2022)"
133,2016 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"719,999",Non-Accidental,"34,212 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,DL-8C-A-x-xxxx,February 2016,"34,212km (07 Jan 2022)"
134,2016 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"740,799",Non-Accidental,"27,829 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-C-x-xxxx,February 2016,"27,829km (30 Dec 2021)"
135,2017 Ford Figo Aspire 1.2 TITANIUM PETROL MANUAL,"479,899",Non-Accidental,"31,724 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,March 2017,"31,724km (17 Nov 2021)"
136,2018 Ford Ecosport 1.5 AMBIENTE TDCI MANUAL,"628,299",Non-Accidental,"52,134 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,UP-14-D-x-xxxx,July 2018,"52,134km (12 Nov 2021)"
137,2015 Toyota Etios VX D MANUAL,"502,399",Non-Accidental,"77,530 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-C-x-xxxx,April 2015,"77,530km (20 Nov 2021)"
138,2017 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"756,599",Non-Accidental,"16,090 km",MANUAL,Valid upto May 2022Zero_Dep,1st Owner,Petrol,HR-72-C-x-xxxx,April 2017,"16,090km (12 Jan 2022)"
139,2012 Hyundai Verna FLUIDIC 1.6 SX CRDI MANUAL,"392,799",Non-Accidental,"112,865 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-7C-N-x-xxxx,July 2012,"112,865km (29 Nov 2021)"
140,2015 Honda Jazz 1.2 V AT AUTOMATIC,"586,599",Non-Accidental,"34,295 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-3C-C-x-xxxx,November 2015,"34,295km (11 Jan 2022)"
141,2018 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"576,499",Non-Accidental,"17,504 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,DL-4C-A-x-xxxx,January 2018,"17,504km (17 Jan 2022)"
142,2014 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"391,799",Non-Accidental,"58,341 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,January 2014,"58,341km (22 Dec 2021)"
143,2016 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"761,599",Non-Accidental,"22,197 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-26-C-x-xxxx,April 2016,"22,197km (29 Dec 2021)"
144,2017 Ford Ecosport 1.5 TITANIUM PLATINUM EDITION DIESEL ,"729,799",Non-Accidental,"60,954 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-80-D-x-xxxx,January 2017,"60,954km (17 Jan 2022)"
145,2017 Ford Ecosport 1.0 ECOBOOST TITANIUM OPT MANUAL,"730,899",Non-Accidental,"37,026 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,HR-26-D-x-xxxx,June 2017,"37,026km (10 Jan 2022)"
146,2015 Honda Jazz 1.2 V AT AUTOMATIC,"568,299",Non-Accidental,"11,166 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,UP-16-C-x-xxxx,October 2015,"11,166km (17 Jan 2022)"
147,2013 Maruti Ertiga VDI ABS MANUAL,"438,899",Non-Accidental,"119,067 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Diesel,DL-3C-B-x-xxxx,December 2013,"119,067km (12 Nov 2021)"
148,2015 Maruti Ciaz ZDI MANUAL,"634,699",Non-Accidental,"61,758 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-4C-A-x-xxxx,February 2015,"61,758km (24 Dec 2021)"
149,2017 Hyundai Elite i20 ASTA 1.2 MANUAL,"628,399",Non-Accidental,"31,450 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-10-C-x-xxxx,February 2017,"31,450km (15 Nov 2021)"
150,2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT MANUAL,"601,499",Non-Accidental,"21,556 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Petrol,UP-79-S-x-xxxx,April 2019,"21,556km (12 Jan 2022)"
151,2018 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"813,399",Non-Accidental,"35,869 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-10-C-x-xxxx,March 2018,"35,869km (29 Dec 2021)"
152,2020 KIA SELTOS HTK 1.5 PETROL MANUAL,"1,189,199",Non-Accidental,"22,066 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-E-x-xxxx,February 2020,"22,066km (07 Jan 2022)"
153,2018 Ford Ecosport 1.5 TITANIUMTDCI OPT MANUAL,"853,199",Non-Accidental,"52,521 km",MANUAL,Valid upto Jun 2022Zero Depreciation,1st Owner,Diesel,HR-26-D-x-xxxx,May 2018,"52,521km (18 Jan 2022)"
154,2018 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"834,799",Non-Accidental,"35,747 km",MANUAL,Valid upto May 2022Comp,1st Owner,Diesel,DL-1C-Z-x-xxxx,March 2018,"35,747km (14 Oct 2021)"
155,2018 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"846,299",Non-Accidental,"38,471 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-7C-Q-x-xxxx,January 2018,"38,471km (27 Dec 2021)"
156,2018 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"783,999",Non-Accidental,"46,082 km",MANUAL,Valid upto Jun 2022Comp,2nd Owner,Diesel,HR-87-B-x-xxxx,March 2018,"46,082km (15 Jan 2022)"
157,2016 Ford Ecosport 1.5 TDCI TITANIUM PLUS MANUAL,"621,999",Non-Accidental,"88,979 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Diesel,HR-26-C-x-xxxx,May 2016,"88,979km (26 Nov 2021)"
158,2019 Ford Figo Aspire 1.2 TITANIUM+ PETROL MANUAL,"672,999",Non-Accidental,"10,063 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,UP-14-D-x-xxxx,January 2019,"10,063km (04 Jan 2022)"
159,2016 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"631,899",Non-Accidental,"90,171 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Diesel,UP-16-B-x-xxxx,August 2016,"90,171km (11 Jan 2022)"
160,2017 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"676,099",Non-Accidental,"68,356 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-51-B-x-xxxx,January 2017,"68,356km (12 Jan 2022)"
161,2018 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"828,899",Non-Accidental,"22,443 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,HR-26-D-x-xxxx,February 2018,"22,443km (12 Jan 2022)"
162,2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS MANUAL,"875,599",Non-Accidental,"24,772 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-26-D-x-xxxx,May 2018,"24,772km (17 Dec 2021)"
