,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
0,2014 Volkswagen Polo COMFORTLINE 1.2L PETROL MANUAL,"343,799",Non-Accidental,"66,061 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2014,"66,061km (29 Dec 2021)"
1,2013 Hyundai Verna FLUIDIC 1.6 SX VTVT MANUAL,"407,799",Non-Accidental,"67,788 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"67,788km (08 Nov 2021)"
2,2011 Hyundai i20 SPORTZ 1.2 O MANUAL,"271,199",Non-Accidental,"56,005 km",MANUAL,Valid upto May 2022Third_party,2nd Owner,Petrol,WB-06-G-x-xxxx,April 2011,"56,005km (29 Dec 2021)"
3,2017 Maruti Swift VXI OPT MANUAL,"434,599",Non-Accidental,"31,188 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-20-A-x-xxxx,August 2017,"31,188km (31 Dec 2021)"
4,2014 Maruti Swift VXI MANUAL,"393,099",Non-Accidental,"31,436 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,August 2014,"31,436km (27 Dec 2021)"
5,2014 Maruti Celerio ZXI  MANUAL,"298,299",Non-Accidental,"33,405 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-Y-x-xxxx,January 2014,"33,405km (30 Dec 2021)"
6,2013 Honda City V MT PETROL MANUAL,"429,099",Non-Accidental,"65,402 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"65,402km (23 Nov 2021)"
7,2015 Toyota Corolla Altis D 4D J MANUAL,"703,099",Non-Accidental,"82,442 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,December 2015,"82,442km (29 Nov 2021)"
8,2017 Maruti Ciaz DELTA 1.4 VVT MANUAL,"554,099",Non-Accidental,"41,264 km",MANUAL,Valid upto May 2022Zero_Dep,1st Owner,Petrol,WB-02-A-x-xxxx,August 2017,"41,264km (24 Dec 2021)"
9,2016 Renault Kwid RXT MANUAL,"322,499",Non-Accidental,"14,631 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-20-A-x-xxxx,January 2016,"14,631km (17 Jan 2022)"
10,2017 Hyundai i20 Active 1.4 SX MANUAL,"511,999",Non-Accidental,"88,303 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-42-A-x-xxxx,June 2017,"88,303km (27 Dec 2021)"
11,2016 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"508,699",Non-Accidental,"69,855 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,WB-02-A-x-xxxx,March 2016,"69,855km (31 Dec 2021)"
12,2013 Honda Amaze 1.2 SMT I VTEC MANUAL,"325,099",Non-Accidental,"81,316 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"81,316km (04 Jan 2022)"
13,2018 Maruti Ciaz ZETA 1.4 VVT  MANUAL,"685,299",Non-Accidental,"37,826 km",MANUAL,Valid upto Jan 2023Zero_Dep,1st Owner,Petrol,WB-16-A-x-xxxx,April 2018,"37,826km (23 Dec 2021)"
14,2015 Toyota Innova 2.5 VX 8 STR BS IV MANUAL,"935,399",Non-Accidental,"154,837 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,WB-02-A-x-xxxx,July 2015,"154,837km (11 Jan 2022)"
15,2014 Maruti Alto 800 LXI MANUAL,"262,399",Non-Accidental,"51,024 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-8-x-xxxx,January 2014,"51,024km (12 Jan 2022)"
16,2018 Maruti Ciaz ZETA 1.4 VVT  MANUAL,"676,999",Non-Accidental,"43,757 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,WB-08-E-x-xxxx,April 2018,"43,757km (11 Jan 2022)"
17,2014 Honda City SV MT PETROL MANUAL,"434,099",Non-Accidental,"92,311 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2014,"92,311km (17 Dec 2021)"
18,2015 Maruti Wagon R 1.0 VXI MANUAL,"416,799",Non-Accidental,"17,668 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,October 2015,"17,668km (13 Jan 2022)"
19,2019 Mahindra XUV 3OO W8(O) ,"1,050,599",Non-Accidental,"28,640 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-26-B-x-xxxx,March 2019,"28,640km (18 Jan 2022)"
20,2013 Hyundai Eon D LITE PLUS MANUAL,"226,299",Non-Accidental,"34,821 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-02-A-x-xxxx,July 2013,"34,821km (24 Dec 2021)"
21,2018 Maruti S Cross ALPHA SHVS MANUAL,"685,699",Non-Accidental,"69,736 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,February 2018,"69,736km (10 Jan 2022)"
22,2019 Nissan Kicks XV PETROL ,"780,499",Non-Accidental,"39,277 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2019,"39,277km (13 Jan 2022)"
23,2017 Honda WR-V 1.2 i-VTEC S MT MANUAL,"592,199",Non-Accidental,"26,601 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,February 2017,"26,601km (28 Dec 2021)"
24,2015 Ford Figo Aspire 1.2 TITANIUM PETROL MANUAL,"424,599",Non-Accidental,"23,639 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-A-x-xxxx,January 2015,"23,639km (17 Nov 2021)"
25,2016 Hyundai Creta 1.6 SX PLUS PETROL MANUAL,"817,099",Non-Accidental,"45,731 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,February 2016,"45,731km (13 Dec 2021)"
26,2010 Maruti Wagon R 1.0 VXI MANUAL,"260,399",Non-Accidental,"43,876 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,OR-01-R-x-xxxx,November 2010,"43,876km (13 Jan 2022)"
27,2013 Ford Ecosport 1.5 TREND TDCI MANUAL,"472,099",Non-Accidental,"65,316 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-26-S-x-xxxx,January 2013,"65,316km (15 Jan 2022)"
28,2013 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"490,099",Non-Accidental,"50,902 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-S-x-xxxx,October 2013,"50,902km (13 Dec 2021)"
29,2014 Honda City S MT PETROL MANUAL,"476,799",Non-Accidental,"22,764 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-02-A-x-xxxx,May 2014,"22,764km (11 Dec 2021)"
30,2012 Maruti Swift VXI MANUAL,"319,499",Non-Accidental,"26,627 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2012,"26,627km (28 Dec 2021)"
31,2017 Datsun Redi Go T (O) MANUAL,"298,499",Non-Accidental,"9,704 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-A-x-xxxx,November 2017,"9,704km (08 Jan 2022)"
32,2014 Hyundai Xcent S 1.2 MANUAL,"397,199",Non-Accidental,"73,007 km",MANUAL,Valid upto Jun 2022Third_party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2014,"73,007km (14 Jan 2022)"
33,2017 Renault Kwid CLIMBER 1.0 AT ,"314,099",Non-Accidental,"50,391 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,June 2017,"50,391km (31 Dec 2021)"
34,2016 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"481,399",Non-Accidental,"84,338 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2016,"84,338km (27 Dec 2021)"
35,2018 Honda City ZX CVT  AUTOMATIC,"994,799",Non-Accidental,"15,621 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-D-x-xxxx,June 2018,"15,621km (02 Jan 2022)"
36,2018 Hyundai Verna 1.6 SX VTVT MANUAL,"784,099",Non-Accidental,"34,323 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,February 2018,"34,323km (10 Nov 2021)"
37,2018 Datsun Redi Go A MANUAL,"280,199",Non-Accidental,"4,887 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-34-B-x-xxxx,July 2018,"4,887km (19 Jan 2022)"
38,2019 Jeep Compass 2.0 LIMITED MANUAL,"1,523,899",Non-Accidental,"21,264 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-16-A-x-xxxx,February 2019,"21,264km (29 Dec 2021)"
39,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"474,599",Non-Accidental,"138,624 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,January 2014,"138,624km (07 Dec 2021)"
40,2017 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"633,199",Non-Accidental,"68,720 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-24-A-x-xxxx,December 2017,"68,720km (21 Dec 2021)"
41,2015 Maruti Alto 800 VXI MANUAL,"256,899",Non-Accidental,"40,883 km",MANUAL,Valid upto Jul 2022Third Party,1st Owner,Petrol,WB-02-A-x-xxxx,April 2015,"40,883km (02 Nov 2021)"
42,2015 Maruti Alto 800 VXI MANUAL,"258,599",Non-Accidental,"25,652 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,WB-02-A-x-xxxx,May 2015,"25,652km (23 Dec 2021)"
43,2018 Honda WR-V 1.2 i-VTEC VX MT MANUAL,"733,399",Non-Accidental,"26,293 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-B-x-xxxx,September 2018,"26,293km (02 Jan 2022)"
44,2014 Maruti Ciaz VDI PLUS MANUAL,"444,099",Non-Accidental,"135,293 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,September 2014,"135,293km (07 Jan 2022)"
45,2015 Honda Amaze 1.2 SMT I VTEC MANUAL,"362,899",Non-Accidental,"51,445 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-02-A-x-xxxx,January 2015,"51,445km (15 Jan 2022)"
46,2014 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"390,299",Non-Accidental,"44,296 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-Y-x-xxxx,January 2014,"44,296km (24 Dec 2021)"
47,2014 Hyundai i20 SPORTZ 1.4 CRDI MANUAL,"383,799",Non-Accidental,"77,952 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,WB-24-Y-x-xxxx,April 2014,"77,952km (12 Jan 2022)"
48,2018 Maruti Celerio X Vxi MANUAL,"397,699",Non-Accidental,"15,253 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-B-x-xxxx,February 2018,"15,253km (19 Dec 2021)"
49,2017 Hyundai Eon MAGNA PLUS MANUAL,"291,499",Non-Accidental,"41,503 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,WB-16-A-x-xxxx,July 2017,"41,503km (26 Dec 2021)"
50,2013 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"391,199",Non-Accidental,"60,640 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-02-A-x-xxxx,April 2013,"60,640km (31 Dec 2021)"
51,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"496,599",Non-Accidental,"59,017 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,WB-14-L-x-xxxx,June 2014,"59,017km (14 Dec 2021)"
52,2018 Hyundai Elite i20 ASTA 1.2 (O) MANUAL,"664,399",Non-Accidental,"15,556 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,WB-02-A-x-xxxx,June 2018,"15,556km (29 Nov 2021)"
53,2018 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"621,699",Non-Accidental,"8,405 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,December 2018,"8,405km (16 Dec 2021)"
54,2018 Maruti Swift VXI MANUAL,"554,999",Non-Accidental,"36,820 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,September 2018,"36,820km (28 Dec 2021)"
55,2016 Maruti Swift LXI OPT MANUAL,"399,699",Non-Accidental,"45,646 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,December 2016,"45,646km (31 Dec 2021)"
56,2019 Honda WR-V 1.2 i-VTEC S MT MANUAL,"756,099",Non-Accidental,"18,303 km",MANUAL,Valid upto Aug 2022Third Party,1st Owner,Petrol,WB-02-A-x-xxxx,July 2019,"18,303km (07 Jan 2022)"
57,2019 Maruti S Cross ALPHA SHVS MANUAL,"868,799",Non-Accidental,"20,033 km",MANUAL,Valid upto Sep 2022Zero_Dep,1st Owner,Diesel,WB-08-G-x-xxxx,January 2019,"20,033km (13 Dec 2021)"
58,2018 Maruti Swift VXI MANUAL,"566,999",Non-Accidental,"48,572 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-B-x-xxxx,August 2018,"48,572km (25 Dec 2021)"
59,2018 Maruti Swift VXI MANUAL,"566,999",Non-Accidental,"21,075 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-10-2-x-xxxx,February 2018,"21,075km (29 Dec 2021)"
60,2018 Maruti Swift VXI MANUAL,"566,999",Non-Accidental,"44,698 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,WB-20-A-x-xxxx,March 2018,"44,698km (01 Dec 2021)"
61,2018 Maruti Swift VXI MANUAL,"566,999",Non-Accidental,"57,996 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-14-S-x-xxxx,November 2018,"57,996km (03 Jan 2022)"
62,2018 Maruti Swift VXI MANUAL,"566,999",Non-Accidental,"17,497 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,September 2018,"17,497km (24 Nov 2021)"
63,2018 Maruti Swift VXI MANUAL,"566,999",Non-Accidental,"30,217 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-E-x-xxxx,March 2018,"30,217km (26 Dec 2021)"
64,2018 Maruti Swift VXI MANUAL,"566,199",Non-Accidental,"74,294 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Petrol,WB-18-W-x-xxxx,December 2018,"74,294km (30 Dec 2021)"
65,2018 Renault Kwid CLIMBER 1.0 MANUAL,"367,399",Non-Accidental,"21,230 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,February 2018,"21,230km (29 Dec 2021)"
66,2018 Maruti Swift VXI MANUAL,"594,099",Non-Accidental,"3,688 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-06-P-x-xxxx,February 2018,"3,688km (14 Jan 2022)"
67,2018 Maruti Swift VXI AMT AUTOMATIC,"610,099",Non-Accidental,"18,958 km",AUTOMATIC,Valid upto Sep 2022Comprehensive,1st Owner,Petrol,WB-08-F-x-xxxx,May 2018,"18,958km (19 Jan 2022)"
68,2014 Honda Amaze 1.5 VXMT I DTEC MANUAL,"357,999",Non-Accidental,"70,607 km",MANUAL,Valid upto Jul 2022Comp,2nd Owner,Diesel,WB-06-M-x-xxxx,October 2014,"70,607km (22 Dec 2021)"
69,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"735,499",Non-Accidental,"94,944 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-12-D-x-xxxx,January 2016,"94,944km (06 Jan 2022)"
70,2013 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"396,199",Non-Accidental,"63,820 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-12-C-x-xxxx,January 2013,"63,820km (29 Dec 2021)"
71,2014 Honda Amaze 1.2 VXMT I VTEC MANUAL,"389,099",Non-Accidental,"48,400 km",MANUAL,Valid upto Jul 2022Third_party,2nd Owner,Petrol,WB-02-A-x-xxxx,January 2014,"48,400km (01 Jan 2022)"
72,2013 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"391,299",Non-Accidental,"104,992 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"104,992km (27 Dec 2021)"
73,2014 Hyundai i10 SPORTZ 1.1 IRDE2 MANUAL,"301,699",Non-Accidental,"48,753 km",MANUAL,Valid upto Jul 2022Comp,2nd Owner,Petrol,WB-26-S-x-xxxx,February 2014,"48,753km (27 Dec 2021)"
74,2018 Maruti Dzire VXI MANUAL,"615,099",Non-Accidental,"28,902 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-10-0-x-xxxx,January 2018,"28,902km (17 Jan 2022)"
75,2012 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"358,899",Non-Accidental,"59,178 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-06-K-x-xxxx,April 2012,"59,178km (03 Jan 2022)"
76,2012 Maruti Swift Dzire LDI BS IV MANUAL,"354,999",Non-Accidental,"46,529 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-24-R-x-xxxx,January 2012,"46,529km (29 Dec 2021)"
77,2013 Maruti Swift Dzire VDI BS IV MANUAL,"387,899",Non-Accidental,"74,822 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Diesel,WB-24-R-x-xxxx,February 2013,"74,822km (27 Dec 2021)"
78,2012 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"374,599",Non-Accidental,"78,628 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,July 2012,"78,628km (27 Oct 2021)"
79,2014 Hyundai i10 SPORTZ 1.1 IRDE2 MANUAL,"320,399",Non-Accidental,"59,769 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-2-x-xxxx,January 2014,"59,769km (02 Nov 2021)"
80,2012 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"383,799",Non-Accidental,"65,238 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2012,"65,238km (14 Jan 2022)"
81,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"468,299",Non-Accidental,"30,260 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,WB-06-L-x-xxxx,April 2015,"30,260km (23 Dec 2021)"
82,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"442,099",Non-Accidental,"48,858 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,July 2015,"48,858km (02 Jan 2022)"
83,2012 Maruti Zen Estilo VXI MANUAL,"225,799",Non-Accidental,"13,934 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-R-x-xxxx,January 2012,"13,934km (29 Dec 2021)"
84,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"446,899",Non-Accidental,"56,321 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-06-M-x-xxxx,July 2015,"56,321km (25 Dec 2021)"
85,2018 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"758,199",Non-Accidental,"35,222 km",MANUAL,Valid upto Sep 2022Comp,2nd Owner,Diesel,WB-08-F-x-xxxx,May 2018,"35,222km (31 Dec 2021)"
86,2012 Maruti Swift Dzire VDI BS IV MANUAL,"381,699",Non-Accidental,"49,670 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Diesel,WB-02-A-x-xxxx,November 2012,"49,670km (28 Dec 2021)"
87,2016 Hyundai i20 Active 1.2 S MANUAL,"558,399",Non-Accidental,"100,848 km",MANUAL,Valid upto Apr 2022Third Party,1st Owner,Petrol,WB-24-A-x-xxxx,April 2016,"100,848km (14 Dec 2021)"
88,2016 Hyundai i20 Active 1.2 S MANUAL,"577,799",Non-Accidental,"29,527 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-12-D-x-xxxx,March 2016,"29,527km (17 Jan 2022)"
89,2017 Renault Kwid  RXL1.0 EASY-R AT MANUAL,"349,499",Non-Accidental,"22,848 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,April 2017,"22,848km (10 Jan 2022)"
90,2017 Maruti Dzire VXI MANUAL,"572,799",Non-Accidental,"50,856 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-34-B-x-xxxx,June 2017,
91,2017 Maruti Dzire VXI MANUAL,"570,199",Non-Accidental,"43,421 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-06-P-x-xxxx,September 2017,"43,421km (03 Dec 2021)"
92,2019 Renault Kwid RXL MANUAL,"354,899",Non-Accidental,498 km,MANUAL,Valid upto Oct 2022Zero Depreciation,1st Owner,Petrol,WB-02-A-x-xxxx,July 2019,498km (10 Jan 2022)
93,2014 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"453,799",Non-Accidental,"49,860 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-6-x-xxxx,July 2014,"49,860km (13 Jan 2022)"
94,2018 Hyundai Elite i20 ASTA 1.2 MANUAL,"643,999",Non-Accidental,"15,460 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-06-P-x-xxxx,January 2018,"15,460km (01 Nov 2021)"
95,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"591,299",Non-Accidental,"18,367 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-B-x-xxxx,August 2018,"18,367km (01 Nov 2021)"
96,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"574,599",Non-Accidental,"43,678 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-F-x-xxxx,November 2018,"43,678km (14 Jan 2022)"
97,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"574,899",Non-Accidental,"25,613 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-B-x-xxxx,August 2018,"25,613km (29 Dec 2021)"
98,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"550,299",Non-Accidental,"26,882 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-A-x-xxxx,September 2018,"26,882km (28 Dec 2021)"
99,2014 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"419,099",Non-Accidental,"75,102 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-06-L-x-xxxx,August 2014,"75,102km (23 Dec 2021)"
100,2012 Maruti Alto 800 LXI MANUAL,"223,699",Non-Accidental,"38,899 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2012,"38,899km (25 Dec 2021)"
101,2012 Maruti Alto 800 LXI MANUAL,"227,499",Non-Accidental,"10,878 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2012,"10,878km (28 Dec 2021)"
102,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"610,899",Non-Accidental,"4,171 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,February 2018,"4,171km (23 Dec 2021)"
103,2013 Hyundai i10 SPORTZ 1.2 KAPPA2 MANUAL,"305,599",Non-Accidental,"36,937 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"36,937km (31 Dec 2021)"
104,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"570,499",Non-Accidental,"21,597 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-A-x-xxxx,November 2017,"21,597km (21 Jan 2022)"
105,2018 Maruti Baleno ZETA 1.2 K12  MANUAL,"629,499",Non-Accidental,"9,403 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-E-x-xxxx,March 2018,"9,403km (02 Jan 2022)"
106,2015 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"599,199",Non-Accidental,"14,106 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,January 2015,"14,106km (08 Dec 2021)"
107,2012 Maruti Alto 800 LXI MANUAL,"264,199",Non-Accidental,939 km,MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-R-x-xxxx,January 2012,939km (13 Jan 2022)
108,2015 Hyundai Elite i20 ASTA 1.2 (O) MANUAL,"521,799",Non-Accidental,"45,720 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,December 2015,"45,720km (03 Jan 2022)"
109,2019 Maruti Vitara Brezza ZDI+ DUAL TONE AMT MANUAL,"867,899",Non-Accidental,"16,522 km",MANUAL,Valid upto May 2022Zero_Dep,1st Owner,Diesel,WB-08-G-x-xxxx,May 2019,"16,522km (13 Jan 2022)"
110,2015 Hyundai Elite i20 ASTA 1.2 MANUAL,"497,499",Non-Accidental,"67,254 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-24-A-x-xxxx,January 2015,"67,254km (21 Dec 2021)"
111,2015 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"576,699",Non-Accidental,"59,702 km",MANUAL,Valid upto Apr 2022Comp,1st Owner,Diesel,WB-26-T-x-xxxx,April 2015,"59,702km (17 Jan 2022)"
112,2013 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"388,399",Non-Accidental,"84,343 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"84,343km (28 Dec 2021)"
113,2015 Hyundai Elite i20 ASTA 1.2 MANUAL,"495,399",Non-Accidental,"105,969 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-20-A-x-xxxx,January 2015,"105,969km (05 Jan 2022)"
114,2014 Hyundai Elite i20 ASTA 1.2 MANUAL,"457,899",Non-Accidental,"82,336 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,August 2014,"82,336km (15 Jan 2022)"
115,2014 Hyundai Elite i20 MAGNA 1.2 MANUAL,"461,999",Non-Accidental,"23,585 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,October 2014,"23,585km (07 Jan 2022)"
116,2013 Maruti Alto 800 LXI MANUAL,"240,299",Non-Accidental,"40,626 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,WB-02-A-x-xxxx,January 2013,"40,626km (01 Nov 2021)"
117,2014 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"460,199",Non-Accidental,"62,047 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-T-x-xxxx,January 2014,"62,047km (22 Dec 2021)"
